BirthDate,Colleges,Feet,From,Inches,Player,PlayerAdditional,Pos,To,Weight,_id
July 13 1946,Guilford College,6,1969,8,Bob Kauffman,kauffbo01,F-C,1975,240,63af8fcbabaabaf6d8915fec
May 8 1985,Kansas,6,2016,11,Sasha Kaun,kaunsa01,C,2016,260,63af8fcbabaabaf6d8915fed
September 7 1915,Loyola Chicago,6,1947,1,Wilbert Kautz,kautzwi01,G-F,1947,180,63af8fcbabaabaf6d8915fee
February 2 1959,Lamar,6,1981,6,Clarence Kea,keacl01,F,1982,218,63af8fcbabaabaf6d8915fef
June 18 1929,Princeton,6,1955,2,Mike Kearns,kearnmi01,G,1955,178,63af8fcbabaabaf6d8915ff0
October 6 1936,UNC,5,1959,11,Tommy Kearns,kearnto01,G,1959,185,63af8fcbabaabaf6d8915ff1
February 22 1970,Stanford,6,1993,9,Adam Keefe,keefead01,F,2001,230,63af8fcbabaabaf6d8915ff2
September 18 1963,Santa Clara,6,1986,4,Harold Keeling,keeliha01,G,1986,185,63af8fcbabaabaf6d8915ff3
August 26 2003,Duke,6,2023,5,Trevor Keels,keelstr01,G,2023,221,63af8fcbabaabaf6d8915ff4
August 30 1947,Purdue,5,1970,10,Bill Keller,kellebi01,G,1976,177,63af8fcbabaabaf6d8915ff5
June 13 1944,Florida,6,1968,9,Gary Keller,kellega01,F-C,1969,220,63af8fcbabaabaf6d8915ff6
August 16 1922,"St. John's",6,1947,1,Ken Keller,kelleke01,G,1947,180,63af8fcbabaabaf6d8915ff7
March 23 1953,Stanford,7,1976,1,Rich Kelley,kelleri01,C-F,1986,235,63af8fcbabaabaf6d8915ff8
July 2 1961,Ohio State,6,1983,7,Clark Kellogg,kellocl01,F,1987,225,63af8fcbabaabaf6d8915ff9
November 20 1945,Lincoln University of Missouri,6,1968,2,Arvesta Kelly,kellyar01,G,1972,175,63af8fcbabaabaf6d8915ffa
June 14 1918,,6,1947,2,Jerry Kelly,kellyje01,F,1948,172,63af8fcbabaabaf6d8915ffb
April 9 1991,Duke,6,2014,11,Ryan Kelly,kellyry01,F,2017,230,63af8fcbabaabaf6d8915ffc
March 5 1924,NYU,6,1949,1,Tom Kelly,kellyto01,G,1949,170,63af8fcbabaabaf6d8915ffd
September 17 1957,Michigan State,6,1980,7,Greg Kelser,kelsegr01,F,1985,190,63af8fcbabaabaf6d8915ffe
April 11 1949,Central Michigan University,6,1974,3,Ben Kelso,kelsobe01,G,1974,195,63af8fcbabaabaf6d8915fff
November 26 1969,Trinity Valley CC,6,1990,10,Shawn Kemp,kempsh01,F-C,2003,230,63af8fcbabaabaf6d8916000
January 25 1964,Notre Dame,6,1987,10,Tim Kempton,kemptti01,F-C,1998,245,63af8fcbabaabaf6d8916001
September 11 1950,Purdue,6,1975,6,Frank Kendrick,kendrfr01,F,1975,198,63af8fcbabaabaf6d8916002
June 24 1996,Duke,6,2018,5,Luke Kennard,kennalu01,G,2023,206,63af8fcbabaabaf6d8916003
November 5 1989,"St. John's",6,2012,6,D.J. Kennedy,kennedj01,F,2012,215,63af8fcbabaabaf6d8916004
August 23 1949,Fort Worth Community College TCU,6,1972,5,Goo Kennedy,kennego01,F-C,1977,205,63af8fcbabaabaf6d8916005
January 12 1947,Duke,6,1969,6,Joe Kennedy,kennejo01,F,1971,210,63af8fcbabaabaf6d8916006
May 17 1938,Temple,5,1961,11,Pickles Kennedy,kennepi01,G,1961,180,63af8fcbabaabaf6d8916007
December 13 1952,Amarillo College Memphis,6,1974,9,Larry Kenon,kenonla01,F,1983,205,63af8fcbabaabaf6d8916008
December 1 1930,St. Bonaventure,6,1954,2,Billy Kenville,kenvibi01,G-F,1960,187,63af8fcbabaabaf6d8916009
June 6 1974,Florida State East Carolina University,6,1999,11,Jonathan Kerner,kernejo01,C,1999,245,63af8fcbabaabaf6d891600a
July 17 1932,Illinois,6,1955,9,Red Kerr,kerrre01,C-F,1966,230,63af8fcbabaabaf6d891600b
September 27 1965,Arizona,6,1989,3,Steve Kerr,kerrst01,G,2003,175,63af8fcbabaabaf6d891600c
January 30 1925,Loyola Chicago,6,1950,6,Jack Kerris,kerrija01,F-C,1953,215,63af8fcbabaabaf6d891600d
June 26 1962,Longwood University,6,1985,7,Jerome Kersey,kerseje01,F,2001,215,63af8fcbabaabaf6d891600e
July 19 1944,Centenary (LA),6,1968,7,Tom Kerwin,kerwito01,F,1968,210,63af8fcbabaabaf6d891600f
January 13 1967,Georgia,6,1991,11,Alec Kessler,kesslal01,F-C,1994,230,63af8fcbabaabaf6d8916010
July 26 2001,UNC Auburn,7,2023,1,Walker Kessler,kesslwa01,C,2023,245,63af8fcbabaabaf6d8916011
February 1 1977,UMass,6,2000,9,Lari Ketner,ketnela01,F-C,2001,277,63af8fcbabaabaf6d8916012
February 14 1997,Alabama Virginia,6,2022,8,Braxton Key,keybr01,F,2023,230,63af8fcbabaabaf6d8916013
September 5 1946,South Carolina State Alcorn State,6,1970,10,Julius Keye,keyeju01,F-C,1975,200,63af8fcbabaabaf6d8916014
April 19 1966,Southern Miss,6,1989,7,Randolph Keys,keysra01,F-G,1996,195,63af8fcbabaabaf6d8916015
August 3 1982,,6,2005,9,Viktor Khryapa,khryavi01,F,2008,210,63af8fcbabaabaf6d8916016
March 18 1992,South Plains College NC Central Colorado State,6,2020,6,Stanton Kidd,kiddst01,F,2020,215,63af8fcbabaabaf6d8916018
September 9 1970,Middle Tennessee,6,1994,9,Warren Kidd,kiddwa01,F,1994,235,63af8fcbabaabaf6d8916019
September 26 1993,Kentucky,6,2013,6,Michael Kidd-Gilchrist,kiddgmi01,F,2020,232,63af8fcbabaabaf6d891601a
August 8 1951,Oklahoma Baptist University,6,1980,9,Irv Kiffin,kiffiir01,F,1980,225,63af8fcbabaabaf6d891601b
January 5 1929,Syracuse,6,1952,1,Jack Kiley,kileyja01,G,1953,170,63af8fcbabaabaf6d891601c
June 11 1948,Stetson University,6,1971,3,Earnie Killum,killuea01,G,1971,180,63af8fcbabaabaf6d891601d
May 16 1956,Louisiana-Monroe,6,1980,10,Carl Kilpatrick,kilpaca01,C,1980,230,63af8fcbabaabaf6d891601e
January 6 1990,Cincinnati,6,2015,4,Sean Kilpatrick,kilpase01,G,2018,210,63af8fcbabaabaf6d891601f
September 7 1942,UConn,6,1967,6,Toby Kimball,kimbato01,F-C,1975,220,63af8fcbabaabaf6d8916020
April 9 1966,USC Loyola Marymount,6,1991,4,Bo Kimble,kimblbo01,G,1993,190,63af8fcbabaabaf6d8916021
April 24 1966,Central Florida Xavier,5,1990,11,Stan Kimbrough,kimbrst01,G,1993,153,63af8fcbabaabaf6d8916022
May 22 1958,UNC Charlotte,6,1981,4,Chad Kinch,kinchch01,G,1981,190,63af8fcbabaabaf6d8916023
December 17 1959,Maryland,6,1982,6,Albert King,kingal01,F-G,1992,190,63af8fcbabaabaf6d8916024
July 24 1969,Wake Forest,6,1994,8,Chris King,kingch01,F,1999,215,63af8fcbabaabaf6d8916026
January 7 1931,Western Kentucky,6,1955,6,Dan King,kingda01,F,1955,220,63af8fcbabaabaf6d8916027
June 6 1972,Western Carolina University,6,1996,1,Frankie King,kingfr01,G,1997,185,63af8fcbabaabaf6d8916028
August 16 1928,University of Charleston,6,1952,1,George King,kingge01,G,1958,175,63af8fcbabaabaf6d8916029
January 15 1994,Colorado,6,2019,6,George King,kingge03,G-F,2022,225,63af8fcbabaabaf6d891602a
November 25 1972,Nicholls State,6,1999,9,Gerard King,kingge02,F,2001,230,63af8fcbabaabaf6d891602b
February 7 1941,Tulsa,6,1964,2,Jim King,kingji01,G,1973,175,63af8fcbabaabaf6d891602c
August 9 1973,Michigan,6,1996,5,Jimmy King,kingji02,G,1997,210,63af8fcbabaabaf6d891602d
April 6 1999,Oregon,6,2020,7,Louis King,kinglo02,F,2022,205,63af8fcbabaabaf6d891602e
May 29 1949,Virginia Tech,6,1972,2,Loyd King,kinglo01,G,1973,180,63af8fcbabaabaf6d891602f
March 12 1935,Kansas,6,1960,2,Maurice King,kingma01,G,1963,195,63af8fcbabaabaf6d8916030
February 14 1957,Alabama,6,1980,6,Reggie King,kingre01,F,1985,225,63af8fcbabaabaf6d8916031
April 4 1969,Nebraska,7,1992,2,Rich King,kingri01,C,1995,260,63af8fcbabaabaf6d8916032
July 11 1951,Florida State,6,1974,4,Ron King,kingro01,G,1974,185,63af8fcbabaabaf6d8916033
January 29 1967,Oklahoma,6,1990,11,Stacey King,kingst01,F-C,1997,230,63af8fcbabaabaf6d8916034
March 9 1924,Michigan,6,1947,1,Tom King,kingto01,G,1947,165,63af8fcbabaabaf6d8916035
September 16 1920,Rice University,6,1949,6,Bob Kinney,kinnebo01,C-F,1950,215,63af8fcbabaabaf6d8916036
March 21 1984,South Carolina,6,2007,6,Tarence Kinsey,kinseta01,G,2009,185,63af8fcbabaabaf6d8916037
February 18 1981,,6,2002,9,Andrei Kirilenko,kirilan01,F,2015,220,63af8fcbabaabaf6d8916038
November 14 1991,New Mexico,7,2015,1,Alex Kirk,kirkal01,C,2015,245,63af8fcbabaabaf6d8916039
September 3 1924,Illinois,6,1949,3,Walt Kirk,kirkwa01,G-F,1952,173,63af8fcbabaabaf6d891603a
,Cheyney (PA),6,1970,7,Wilbur Kirkland,kirklwi01,F,1970,190,63af8fcbabaabaf6d891603b
March 3 1999,Gonzaga,6,2022,7,Corey Kispert,kispeco01,G-F,2023,220,63af8fcbabaabaf6d891603c
August 17 1946,Boston College,6,1969,7,Jim Kissane,kissaji01,F,1969,210,63af8fcbabaabaf6d891603d
March 21 1938,Duke,6,1962,9,Doug Kistler,kistldo01,F,1962,210,63af8fcbabaabaf6d891603e
January 30 1964,South Florida,6,1987,9,Curtis Kitchen,kitchcu01,F,1987,235,63af8fcbabaabaf6d891603f
August 5 1961,BYU,6,1984,11,Greg Kite,kitegr01,C,1995,250,63af8fcbabaabaf6d8916040
June 12 1974,Villanova,6,1997,5,Kerry Kittles,kittlke01,G,2005,179,63af8fcbabaabaf6d8916041
January 29 1992,,6,2018,10,Maxi Kleber,klebima01,F,2023,240,63af8fcbabaabaf6d8916042
January 4 1962,Notre Dame Arkansas,6,1986,11,Joe Kleine,kleinjo01,C,2000,255,63af8fcbabaabaf6d8916043
January 3 1985,Missouri,6,2006,8,Linas Kleiza,kleizli01,F,2013,245,63af8fcbabaabaf6d8916044
May 21 1923,Notre Dame,6,1949,2,Leo Klier,klierle01,F-G,1950,170,63af8fcbabaabaf6d8916045
October 21 1921,Villanova,5,1948,7,Herm Klotz,klotzhe01,G,1948,150,63af8fcbabaabaf6d8916046
January 6 1926,Indiana State University,6,1950,3,Duane Klueh,kluehdu01,G,1951,175,63af8fcbabaabaf6d8916047
September 17 1945,North Carolina A&T,6,1971,7,Lonnie Kluttz,kluttlo01,F,1971,220,63af8fcbabaabaf6d8916048
June 9 1952,Pitt,6,1975,6,Billy Knight,knighbi01,G-F,1985,195,63af8fcbabaabaf6d8916049
April 30 1929,,6,1955,2,Bob Knight,knighbo01,G-F,1955,185,63af8fcbabaabaf6d891604a
December 16 1981,Pitt,6,2005,1,Brandin Knight,knighbr02,G,2005,180,63af8fcbabaabaf6d891604b
December 2 1991,Kentucky,6,2012,2,Brandon Knight,knighbr03,G,2022,182,63af8fcbabaabaf6d891604c
November 8 1975,Stanford,5,1998,10,Brevin Knight,knighbr01,G,2009,173,63af8fcbabaabaf6d891604d
September 20 1997,William & Mary,6,2021,10,Nathan Knight,knighna01,F-C,2023,253,63af8fcbabaabaf6d891604e
March 6 1967,Dayton,6,1991,1,Negele Knight,knighne01,G,1999,175,63af8fcbabaabaf6d891604f
August 4 1947,California State University Los Angeles,6,1971,7,Ron Knight,knighro01,F,1972,215,63af8fcbabaabaf6d8916050
May 3 1955,Notre Dame,6,1978,9,Toby Knight,knighto01,F,1982,210,63af8fcbabaabaf6d8916051
September 13 1974,UConn,7,1997,1,Travis Knight,knightr01,C,2003,235,63af8fcbabaabaf6d8916052
July 15 1921,Detroit Mercy,6,1947,7,Lee Knorek,knorele01,C,1950,215,63af8fcbabaabaf6d8916053
August 9 1931,Kansas State,6,1954,6,Dick Knostman,knostdi01,C,1954,215,63af8fcbabaabaf6d8916054
February 27 1946,Davidson,6,1969,9,Rod Knowles,knowlro01,F-C,1969,215,63af8fcbabaabaf6d8916055
August 11 1999,Kentucky,6,2019,7,Kevin Knox,knoxke01,F,2023,215,63af8fcbabaabaf6d8916056
March 24 1964,Hastings College University of Nebraska at Kearney,6,1988,4,Bart Kofoed,kofoeba01,G,1993,210,63af8fcbabaabaf6d8916057
January 15 1939,Marquette,6,1964,5,Don Kojis,kojisdo01,F,1975,215,63af8fcbabaabaf6d8916058
June 20 2000,Arizona,7,2023,1,Christian Koloko,kolokch01,C,2023,230,63af8fcbabaabaf6d8916059
June 22 1920,Wyoming,6,1950,7,Milo Komenich,komenmi01,F-C,1950,212,63af8fcbabaabaf6d891605a
May 9 1941,Bowling Green,6,1965,1,Howard Komives,komivho01,G,1974,185,63af8fcbabaabaf6d891605b
May 17 1963,SMU,7,1986,1,Jon Koncak,koncajo01,C-F,1996,250,63af8fcbabaabaf6d891605c
March 22 1996,Purdue-Fort Wayne,6,2020,5,John Konchar,konchjo01,G,2023,210,63af8fcbabaabaf6d891605d
November 30 1946,Minnesota,6,1969,8,Tom Kondla,kondlto01,C,1969,225,63af8fcbabaabaf6d891605e
August 9 1942,Oklahoma City University,6,1965,6,Bud Koper,koperbu01,G,1965,210,63af8fcbabaabaf6d891605f
June 12 1960,Detroit Mercy,6,1983,9,Joe Kopicki,kopicjo01,F,1985,240,63af8fcbabaabaf6d8916060
July 24 1997,,6,2018,7,Furkan Korkmaz,korkmfu01,G,2023,202,63af8fcbabaabaf6d8916061
January 27 1967,Vanderbilt,6,1990,9,Frank Kornet,kornefr01,F,1991,225,63af8fcbabaabaf6d8916062
July 15 1995,Vanderbilt,7,2018,2,Luke Kornet,kornelu01,F,2023,250,63af8fcbabaabaf6d8916063
May 7 1987,,6,2006,9,Yaroslav Korolev,korolya01,F,2007,203,63af8fcbabaabaf6d8916064
March 17 1981,Creighton,6,2004,7,Kyle Korver,korveky01,G-F,2020,212,63af8fcbabaabaf6d8916065
June 26 1946,Providence,6,1969,8,Tony Koski,koskito01,F,1969,215,63af8fcbabaabaf6d8916066
November 29 1951,Tennessee,7,1975,1,Len Kosmalski,kosmale01,C,1976,245,63af8fcbabaabaf6d8916067
February 10 1921,Georgetown,6,1949,3,Andy Kostecka,kostean01,F,1949,203,63af8fcbabaabaf6d8916068
August 22 1922,Culver-Stockton College,6,1947,8,Harold Kottman,kottmha01,C,1947,220,63af8fcbabaabaf6d8916069
February 24 1989,Ohio State,7,2009,1,Kosta Koufos,koufoko01,C,2019,245,63af8fcbabaabaf6d891606a
July 1 1951,Toledo,6,1974,8,Tom Kozelko,kozelto01,F,1976,220,63af8fcbabaabaf6d891606b
December 12 1944,Northwestern,6,1968,7,Ron Kozlicki,kozliro01,F,1968,215,63af8fcbabaabaf6d891606c
October 2 1956,Augustana College (SD),6,1980,9,Arvid Kramer,kramear01,C,1980,220,63af8fcbabaabaf6d891606d
November 10 1942,NYU,6,1965,4,Barry Kramer,krameba01,F-G,1970,200,63af8fcbabaabaf6d891606e
November 30 1955,San Diego State,6,1979,7,Joel Kramer,kramejo01,F-C,1983,203,63af8fcbabaabaf6d891606f
January 1 1945,BYU,6,1968,5,Steve Kramer,kramest01,G-F,1970,200,63af8fcbabaabaf6d8916070
February 13 1923,Georgetown,6,1949,1,Dan Kraus,krausda01,G,1949,195,63af8fcbabaabaf6d8916071
November 19 1926,Rider University,6,1949,1,Herb Krautblatt,krauthe01,G,1949,190,63af8fcbabaabaf6d8916072
August 25 1987,,7,2013,1,Viacheslav Kravtsov,kravtvi01,C,2014,260,63af8fcbabaabaf6d8916073
September 8 1935,SMU,6,1958,8,Jim Krebs,krebsji01,C-F,1964,230,63af8fcbabaabaf6d8916074
June 19 2000,,6,2022,8,Vit Krejci,krejcvi01,G,2023,195,63af8fcbabaabaf6d8916075
January 4 1957,Drake University,6,1981,4,Wayne Kreklow,kreklwa01,G,1981,175,63af8fcbabaabaf6d8916076
February 28 1943,Kentucky,6,1967,5,Tommy Kron,kronto01,G,1970,200,63af8fcbabaabaf6d8916077
February 12 1953,University of Nebraska at Kearney,6,1976,3,Tom Kropp,kroppto01,G,1977,205,63af8fcbabaabaf6d8916078
July 25 1983,,7,2005,1,Nenad Krstić,krstine01,C,2011,240,63af8fcbabaabaf6d8916079
September 23 1964,Montana,6,1987,9,Larry Krystkowiak,krystla01,F-C,1997,220,63af8fcbabaabaf6d891607a
November 6 1947,Bradley,6,1970,8,Steve Kuberski,kuberst01,F-C,1978,215,63af8fcbabaabaf6d891607b
December 25 1927,Bowling Green,5,1950,11,Leo Kubiak,kubiale01,G,1950,160,63af8fcbabaabaf6d891607c
February 3 1961,UConn,6,1984,10,Bruce Kuczenski,kuczebr01,F,1984,230,63af8fcbabaabaf6d891607d
June 25 1925,"Saint Mary's",6,1950,2,Frank Kudelka,kudelfr01,G-F,1953,193,63af8fcbabaabaf6d891607e
February 6 1955,UNC,6,1978,2,John Kuester,kuestjo01,G,1980,180,63af8fcbabaabaf6d891607f
February 17 1922,Notre Dame,6,1948,3,Ray Kuka,kukara01,F,1949,200,63af8fcbabaabaf6d8916080
January 4 1998,,6,2022,9,Arnoldas Kulboka,kulboar01,F,2022,198,63af8fcbabaabaf6d8916082
October 6 2002,,6,2022,8,Jonathan Kuminga,kuminjo01,F,2023,210,63af8fcbabaabaf6d8916083
November 11 1951,Iowa,7,1974,1,Kevin Kunnert,kunneke01,C-F,1982,230,63af8fcbabaabaf6d8916084
March 11 1943,Minnesota,6,1968,4,Terry Kunze,kunzete01,G-F,1968,210,63af8fcbabaabaf6d8916085
May 24 1954,UNC,6,1977,9,Mitch Kupchak,kupchmi01,F-C,1986,230,63af8fcbabaabaf6d8916086
January 26 1953,Michigan,6,1976,6,C.J. Kupec,kupeccj01,F-C,1978,220,63af8fcbabaabaf6d8916087
February 5 1998,,6,2019,9,Rodions Kurucs,kurucro01,F,2021,228,63af8fcbabaabaf6d8916088
March 5 1985,Notre Dame,6,2009,9,Rob Kurz,kurzro01,F,2009,232,63af8fcbabaabaf6d8916089
July 1 1974,,6,2005,6,Ibo Kutluay,kutluib01,G,2005,200,63af8fcbabaabaf6d891608a
July 24 1995,Utah,6,2018,9,Kyle Kuzma,kuzmaky01,F,2023,221,63af8fcbabaabaf6d891608b
May 16 1990,,7,2014,1,Ognjen Kuzmić,kuzmiog01,C,2015,251,63af8fcbabaabaf6d891608c
October 19 1989,,6,2017,9,Mindaugas Kuzminskas,kuzmimi01,F,2018,215,63af8fcbabaabaf6d891608d
February 7 1938,San Francisco,6,1961,5,Fred LaCour,lacoufr01,G-F,1963,210,63af8fcbabaabaf6d891608e
May 29 1976,Kansas,6,1999,11,Raef LaFrentz,lafrera01,F-C,2008,240,63af8fcbabaabaf6d891608f
February 10 1955,UNC,6,1978,10,Tom LaGarde,lagarto01,C-F,1985,220,63af8fcbabaabaf6d8916090
November 3 2001,Indiana State University Wake Forest,6,2023,8,Jake LaRavia,laravja01,F,2023,235,63af8fcbabaabaf6d8916091
December 10 1973,Wake Forest,6,1998,2,Rusty LaRue,larueru01,G,2004,210,63af8fcbabaabaf6d8916092
November 11 1937,Dartmouth College,6,1960,7,Rudy LaRusso,larusru01,F-C,1969,220,63af8fcbabaabaf6d8916093
March 10 1995,UCLA,6,2015,5,Zach LaVine,lavinza01,G-F,2023,200,63af8fcbabaabaf6d8916094
March 18 1996,Kentucky,6,2017,10,Skal Labissière,labissk01,F,2020,235,63af8fcbabaabaf6d8916095
April 10 1945,Western Michigan,6,1969,5,Reggie Lacefield,lacefre01,G-F,1969,230,63af8fcbabaabaf6d8916096
August 2 1944,UCLA,6,1969,6,Edgar Lacey,laceyed01,F,1969,190,63af8fcbabaabaf6d8916097
March 28 1948,New Mexico State,6,1971,10,Sam Lacey,laceysa01,C,1983,235,63af8fcbabaabaf6d8916098
April 4 1949, Marquette,6,1973,5,Bob Lackey,lackebo01,G-F,1974,200,63af8fcbabaabaf6d8916099
October 6 1948,Southern Miss,6,1971,5,Wendell Ladner,ladnewe01,F,1975,220,63af8fcbabaabaf6d891609a
August 17 1969,Duke,6,1993,11,Christian Laettner,laettch01,F-C,2005,235,63af8fcbabaabaf6d891609b
May 6 1984,Houston,6,2010,2,Oliver Lafayette,lafayol01,G,2010,190,63af8fcbabaabaf6d891609c
May 19 1957,Notre Dame,6,1981,11,Bill Laimbeer,laimbbi01,C,1994,245,63af8fcbabaabaf6d891609d
June 23 1920,Ohio University,6,1947,2,Pete Lalich,lalicpe01,F,1947,190,63af8fcbabaabaf6d891609e
April 7 1951,Louisiana,6,1974,1,Bo Lamar,lamarbo01,G,1977,180,63af8fcbabaabaf6d891609f
January 20 1998,University of Vermont,6,2021,6,Anthony Lamb,lamban01,F,2023,227,63af8fcbabaabaf6d89160a0
November 6 1991,Kentucky,6,2013,4,Doron Lamb,lambdo01,G,2014,210,63af8fcbabaabaf6d89160a1
May 30 1992,UConn,6,2013,5,Jeremy Lamb,lambje01,G-F,2022,180,63af8fcbabaabaf6d89160a2
January 14 1953,USC,6,1976,10,John Lambert,lambejo01,C-F,1982,225,63af8fcbabaabaf6d89160a3
March 9 1959,Virginia,6,1982,6,Jeff Lamp,lampje01,F-G,1989,195,63af8fcbabaabaf6d89160a4
February 5 1985,,6,2004,11,Maciej Lampe,lampema01,C,2006,275,63af8fcbabaabaf6d89160a5
July 2 1960,Vanderbilt Little Rock,6,1987,10,Jim Lampley,lamplji01,C,1987,230,63af8fcbabaabaf6d89160a6
September 3 1979,California,6,2003,7,Sean Lampley,lamplse01,F,2004,227,63af8fcbabaabaf6d89160a7
October 25 1995,"Saint Mary's",6,2022,11,Jock Landale,landajo01,C,2023,256,63af8fcbabaabaf6d89160a8
September 19 1983,Vincennes University Purdue,6,2008,9,Carl Landry,landrca01,F,2016,248,63af8fcbabaabaf6d89160a9
November 1 1985,Wisconsin,6,2010,7,Marcus Landry,landrma01,F,2010,230,63af8fcbabaabaf6d89160aa
May 21 1955,Minnesota Arizona State,6,1978,8,Mark Landsberger,landsma01,F-C,1984,215,63af8fcbabaabaf6d89160ab
December 4 1966,Pitt,6,1989,6,Jerome Lane,laneje01,F,1993,230,63af8fcbabaabaf6d89160ac
June 28 1966,Arkansas,6,1989,11,Andrew Lang,langan01,C,2000,245,63af8fcbabaabaf6d89160ad
May 15 1972,Duke,6,1995,8,Antonio Lang,langan02,F-G,2000,205,63af8fcbabaabaf6d89160ae
October 17 1983,,6,2007,10,James Lang,langja01,C,2007,285,63af8fcbabaabaf6d89160af
May 13 1976,Duke,6,2000,3,Trajan Langdon,langdtr01,G,2002,197,63af8fcbabaabaf6d89160b0
September 15 1983,Kansas,6,2008,4,Keith Langford,langfke01,G,2008,215,63af8fcbabaabaf6d89160b1
October 25 1999,Indiana,6,2020,4,Romeo Langford,langfro01,G,2023,216,63af8fcbabaabaf6d89160b2
November 28 1977,Vanderbilt,6,2001,11,Dan Langhi,langhda01,F,2004,220,63af8fcbabaabaf6d89160b3
July 13 1946,Nebraska,6,1969,3,Stu Lantz,lantzst01,G,1976,175,63af8fcbabaabaf6d89160b5
January 31 1990,,6,2017,4,Nicolás Laprovíttola,laproni01,G,2017,180,63af8fcbabaabaf6d89160b6
July 18 1938,UNC,6,1962,4,York Larese,laresyo01,G,1962,183,63af8fcbabaabaf6d89160b7
October 2 1992,Miami (FL),5,2014,11,Shane Larkin,larkish01,G,2018,175,63af8fcbabaabaf6d89160b8
June 7 1953,Indiana,6,1976,6,John Laskowski,laskojo01,G,1977,185,63af8fcbabaabaf6d89160b9
December 17 1982,UMass,6,2008,8,Stéphane Lasme,lasmest01,F,2008,215,63af8fcbabaabaf6d89160ba
December 23 1943,Texas-El Paso,6,1968,6,Dave Lattin,lattida01,F-C,1973,225,63af8fcbabaabaf6d89160bb
August 31 1973,Central State University,7,1997,4,Priest Lauderdale,laudepr01,C,1998,325,63af8fcbabaabaf6d89160bc
July 11 1954,Hofstra,6,1978,6,Rich Laurel,laureri01,G,1978,190,63af8fcbabaabaf6d89160bd
November 2 1944,"Loyola Chicago Saint Peter's College",6,1971,1,Harry Laurie,lauriha01,G,1971,178,63af8fcbabaabaf6d89160be
November 17 1922,Wisconsin,6,1950,2,Walt Lautenbach,lautewa01,G-F,1950,185,63af8fcbabaabaf6d89160bf
September 30 1991,,6,2015,11,Joffrey Lauvergne,lauvejo01,C-F,2018,220,63af8fcbabaabaf6d89160c0
July 11 1926,Yale,6,1950,3,Tony Lavelli,lavelto01,F,1951,185,63af8fcbabaabaf6d89160c1
June 29 1926,Western Kentucky,6,1951,7,Bob Lavoy,lavoybo01,F-C,1954,185,63af8fcbabaabaf6d89160c2
January 25 1985,Texas A&M,6,2008,3,Acie Law,lawac01,G,2011,195,63af8fcbabaabaf6d89160c3
December 19 1995,Northwestern,6,2020,7,Vic Law,lawvi01,F,2020,200,63af8fcbabaabaf6d89160c4
November 7 1988,Georgia Tech,6,2011,9,Gani Lawal,lawalga01,F,2011,234,63af8fcbabaabaf6d89160c5
December 8 1952,McNeese State University,7,1981,1,Edmund Lawrence,lawreed01,C,1981,228,63af8fcbabaabaf6d89160c6
July 15 2000,South Carolina,6,2023,6,A.J. Lawson,lawsoaj01,G,2023,179,63af8fcbabaabaf6d89160c7
September 2 1974,Villanova,6,1998,11,Jason Lawson,lawsoja01,C,1998,240,63af8fcbabaabaf6d89160c8
November 3 1987,UNC,5,2010,11,Ty Lawson,lawsoty01,G,2017,195,63af8fcbabaabaf6d89160c9
March 7 1994,Maryland,6,2017,8,Jake Layman,laymaja01,F,2022,209,63af8fcbabaabaf6d89160ca
December 24 1948,Phoenix College USC,6,1972,1,Mo Layton,laytomo01,G,1978,180,63af8fcbabaabaf6d89160cb
August 25 1994,Michigan,6,2017,6,Caris LeVert,leverca01,G-F,2023,205,63af8fcbabaabaf6d89160cc
April 30 1997,UCLA,6,2018,10,T.J. Leaf,leaftj01,F,2021,222,63af8fcbabaabaf6d89160cd
November 27 1945,Niagara University,6,1969,8,Manny Leaks,leaksma01,C-F,1974,225,63af8fcbabaabaf6d89160ce
January 31 1935,Temple,6,1957,1,Hal Lear,learha01,G,1957,163,63af8fcbabaabaf6d89160cf
May 27 1957,Oklahoma City University,6,1980,1,Allen Leavell,leaveal01,G,1989,170,63af8fcbabaabaf6d89160d0
October 5 1966,UNC,6,1990,2,Jeff Lebo,leboje01,G,1990,180,63af8fcbabaabaf6d89160d1
May 27 1966,Wyoming,6,1989,11,Eric Leckner,leckner01,C-F,1997,265,63af8fcbabaabaf6d89160d2
June 13 2000,,6,2020,4,Jalen Lecque,lecquja01,G,2021,185,63af8fcbabaabaf6d89160d3
September 10 1992,,6,2014,7,Ricky Ledo,ledori01,G,2015,195,63af8fcbabaabaf6d89160d4
December 5 1956,Marquette,6,1979,1,Butch Lee,leebu01,G,1980,185,63af8fcbabaabaf6d89160d5
March 14 1944,Vanderbilt,6,1967,10,Clyde Lee,leecl01,F-C,1976,205,63af8fcbabaabaf6d89160d6
October 3 1985,Western Kentucky,6,2009,5,Courtney Lee,leeco01,G,2020,215,63af8fcbabaabaf6d89160d7
October 21 1992,Drexel Louisville,6,2018,5,Damion Lee,leeda03,G,2023,210,63af8fcbabaabaf6d89160d8
March 31 1942,San Francisco,6,1968,7,Dave Lee,leeda01,F,1969,225,63af8fcbabaabaf6d89160d9
April 29 1983,Florida,6,2006,9,David Lee,leeda02,F,2017,245,63af8fcbabaabaf6d89160da
,Washington,6,1968,6,Dick Lee,leedi01,F,1968,,63af8fcbabaabaf6d89160db
